25.739653	2573000
25.701124	2505600
25.778179	3620200
25.990101	2494800
25.681843	1951400
25.469929	7983000
25.527725	2537400
25.932322	1640000
25.913046	1814800
25.431389	1310000
25.662582	2527000
25.662582	2081600
25.39286	2229800
24.891935	1913800
25.142395	2009800
25.277252	1663800
24.834135	2349400
26.047907	3438600
26.298372	2621600
25.739653	3089800
26.780029	2847000
27.242411	2558400
27.069006	1492000
26.972675	1540400
26.99194	1504200
26.857086	1276400
26.510294	2513600
27.088291	1373400
27.338743	2075600
27.12682	1920600
27.165352	1409800
27.258417	1605200
27.142076	1312800
27.277798	1573400
26.676798	1606400
26.289034	2126800
26.444149	2036800
26.754333	1933200
26.46353	2182400
27.607378	3509400
27.529827	2657800
27.878788	2129000
27.587988	1604000
27.78186	1690000
27.878788	2612400
27.956347	1604200
28.09206	1411400
27.975727	1895800
27.840015	2511400
28.382862	3889400
28.945091	2306200
29.080797	2518600
29.216509	949800
29.061413	2101400
29.177736	1400400
29.449154	1313600
29.623648	1599400
29.643036	1229600
29.352207	1708000
29.080797	1848400
28.227758	3279600
28.576731	2779200
28.69305	2294400
28.576731	1406800
28.479792	1551400
28.69305	2101600
28.731834	1593000
29.177736	2034600
29.390997	1939000
29.158356	1768400
30.069555	2246600
29.895075	2064200
30.224642	1662000
29.972616	1232800
30.127714	1337200
29.623648	1665200
29.235903	1049400
28.634886	1346400
27.975727	1888400
28.69305	1981800
28.828772	1371200
29.274683	1538000
29.410376	924600
29.991999	1417600
29.875662	1287800
29.119576	969000
28.67367	1440000
29.138966	1499800
29.119576	1326600
28.925705	1560400
29.294056	1488200
29.681812	1494200
29.739964	1675000
29.739964	1248000
30.069555	1389400
29.948662	820800
29.617205	999200
29.870682	1338200
29.792686	1357000
29.909676	1681800
29.636694	1088600
28.895784	1455600
29.363726	1636000
29.110266	1197000
28.622807	1051400
29.012766	1248600
29.207748	945800
29.383224	904600
28.973766	1023200
27.569931	3020000
27.433449	4191800
27.082485	2643200
25.269186	6116800
25.34717	4175800
25.71763	3387600
25.698143	1445600
26.049101	3002000
25.912617	1610400
25.659149	2072200
25.71763	1683800
26.146597	2572800
25.854111	1215400
25.912617	1947200
25.639639	1656600
26.16608	1634400
25.659149	1147800
25.71763	1587400
25.620144	1704000
25.542143	2901200
25.561661	2299400
25.171701	2420600
25.035217	2446600
25.34717	2127400
25.444654	1678200
25.756639	1559000
25.990601	1646400
25.912617	1525400
25.581141	1392400
25.093712	4047400
24.411301	2707000
24.099323	3684400
24.450272	2468200
23.982332	2492400
23.650869	2241800
23.572887	1410600
23.436386	2380200
23.319395	3076200
22.96843	2714400
23.631357	2668400
24.138319	2971000
24.411301	2287600
23.845848	1749200
23.865343	2231800
24.352783	1678600
23.884842	1484600
23.572887	1689800
23.728863	1765600
24.177309	1882600
24.330471	1936600
24.035921	1833400
23.603905	2944600
23.564621	2001800
23.702084	2609200
23.289707	1405200
23.191526	3485800
22.81842	2469600
21.52236	2380600
21.384895	6328800
21.718725	4308400
22.209665	3314600
22.072199	1959800
23.230797	2558800
23.132607	2514600
21.934738	1993400
22.484581	2089400
22.19002	3414000
22.327484	3273200
23.05406	2505000
22.268576	1713000
22.30785	3262000
22.445307	1947600
22.30785	1941200
22.975513	2244200
23.05406	2271000
23.348618	2339800
24.232292	2257800
24.251938	2919000
23.152248	2592600
22.798775	1875600
23.486084	2564200
22.877325	2203800
23.191526	2034800
23.996643	2813000
24.350121	5761800
24.860685	2528000
25.312332	2966200
24.978497	2046600
24.978497	2061000
25.822905	2810200
26.745853	4376200
26.608379	2229600
27.177866	2604400
26.470928	2725800
25.587255	2813200
24.330471	2515400
24.66431	1374000
24.625029	1419000
24.369743	1873400
25.017778	2268200
25.017778	1746200
25.233788	1554800
25.135593	1477800
25.273067	1253200
25.842541	1143600
25.331976	1177600
24.899954	1188600
24.134106	1868600
24.153734	1778800
24.173391	1760600
24.173391	1396000
25.194521	1901200
25.017778	1977200
25.962959	2827400
26.160706	2689000
26.318899	2678400
26.912113	2844400
26.417763	2194000
26.536398	1539200
26.081598	469000
25.468624	2267800
25.745457	2250800
25.607033	1789800
25.132465	1754000
25.389528	1595600
24.381065	2666800
24.63813	1953200
24.598572	1654600
23.570347	3315400
23.15509	2816200
23.550558	2110200
23.33305	1963200
22.58165	4531400
23.17486	2293200
22.383902	3136000
22.304823	2175400
22.383902	2222600
22.799162	2064000
23.253969	955400
23.530802	1929600
23.768078	1829800
23.15509	1520000
22.502556	2504000
23.609888	3661000
23.74831	2468600
24.85564	3169400
24.282192	2173000
24.400837	2567000
24.85564	2351600
24.598572	2082200
23.807621	2237800
22.818945	3022400
23.590111	2421200
23.016672	2792400
22.10708	3944800
22.962301	3153400
22.561865	2218600
23.768078	5789000
24.005363	2897600
23.471468	2735000
23.92626	2136800
24.559025	3128200
24.361298	3423800
24.005363	2636200
23.609888	2572600
24.203106	3008800
24.736992	2721400
24.203106	2723800
23.807621	1660800
23.847168	1552600
24.321741	1651000
24.479929	2112600
24.183329	2657600
24.242296	1758400
24.321962	1582000
24.461411	1922400
25.019156	2675000
24.800045	2283400
24.282127	1942400
23.983335	2580400
23.604856	2112800
23.44549	1825400
23.704449	1667000
23.843899	2417600
23.963409	3049200
24.580914	3117200
24.501247	1953400
24.800045	3018200
25.656591	4626600
25.53706	2659600
25.616739	3039000
25.397627	2360800
25.039082	1827400
24.341877	5568000
23.46542	5286200
22.788151	4685200
23.086939	2436000
22.827991	2408400
22.748304	1765400
22.588955	3027600
22.409679	2403600
22.728392	2060200
22.389753	2018000
22.549118	2101000
23.186546	2106800
23.266222	2763400
22.927586	1647600
22.728392	1504800
22.84791	1810600
22.688551	1668400
22.628794	1691600
23.226391	2185800
23.983335	5097400
25.258194	6618800
25.477306	4517800
26.85177	7538000
26.015148	4546000
26.33386	2093000
25.477306	2084000
25.756187	1779400
26.09482	1748800
25.756187	1938600
26.931438	3297600
27.290001	4517000
28.36566	10503000
29.919407	7809200
29.93932	6171400
29.441332	4922000
29.361662	2370400
29.600695	2207800
30.019007	2422200
30.277977	3997400
29.919407	2310200
28.983185	2846000
28.783983	2142400
28.445345	1472200
28.066881	1849400
28.66748	1301600
28.687523	1248600
28.527159	1561600
28.807806	1804800
28.747675	1723800
28.487062	1789800
27.58493	2532200
27.504734	1602600
28.286596	3215200
28.64743	2228800
28.627396	1231000
28.146276	1537400
29.088472	1772600
28.687523	1820800
27.985882	1515600
27.925734	1531400
27.564886	1562800
28.627396	1516200
28.807806	1496000
29.128578	1588600
29.068432	1049800
29.188719	2019000
28.948143	1006600
28.747675	1107000
29.268906	1622000
28.46701	1695800
28.306616	1419600
27.905703	1447600
27.925734	2187400
27.885635	2506800
27.965832	2212200
28.507118	1388600
29.028336	2234200
28.988232	985200
29.108519	1306800
28.727627	1482600
28.326689	1330000
28.687523	1601400
28.226439	1626400
28.1663	1022400
28.206406	1959000
28.326689	1510400
28.687523	1647400
28.867952	1150000
29.088472	1391800
28.707577	1358400
28.527159	1639200
28.507118	1215600
28.587292	788400
29.128578	3090400
28.206406	2309200
28.607347	1888200
28.908045	1950600
29.429274	2998200
30.291309	4513800
30.752396	3401800
30.391529	3123600
30.551918	2858400
31.073147	2959000
31.033056	2528000
31.333755	2544200
31.433998	1337200
31.413948	1442000
30.828432	1467000
31.070385	1845200
31.110703	1679200
31.917194	1844200
31.816387	1616800
32.038166	1992400
31.776066	1814800
31.513958	1745200
30.646971	1736000
30.485676	1898800
30.546158	2636800
31.070385	2002600
31.372812	1470800
31.876875	1680200
32.098686	1482200
31.776066	1014400
31.513958	1235600
31.776066	1594600
31.312334	2165800
31.493799	2256800
30.989742	1350000
31.695427	2626600
31.675253	1258000
31.15103	2158200
30.848589	1656000
30.727623	2217400
29.618681	2582000
30.12274	1686400
29.900946	1456400
30.344524	1919200
30.989742	2767400
30.445341	2023200
29.981607	2498200
30.142904	1667800
30.324354	1854600
30.727623	1486200
30.727623	2144600
30.646971	1206000
29.800154	3577400
29.296085	2506600
29.638842	2151000
28.832352	1831600
28.610554	2599400
28.993656	2033000
29.154951	1179200
29.356567	1715200
29.860638	1747200
29.941286	2877400
30.909077	3718000
31.473629	3543200
31.251837	2204800
30.667128	4208600
30.324354	2182000
30.606642	2790600
30.485676	2461800
30.566332	2422400
30.86875	1512800
30.646971	1788200
30.344524	1645800
30.566332	1695200
30.324354	1372400
30.86875	2871400
31.433292	1604800
32.62289	3260200
32.926212	2313000
33.351971	2718000
33.189777	2365400
32.09494	2019000
31.365046	2535600
31.162289	2883800
30.979813	818400
30.797356	2673000
31.000109	3230800
30.635162	2062600
31.527239	2617400
32.216591	3060600
31.73	1282200
30.168842	2190400
30.493237	2124600
30.39187	1541400
30.47295	1440800
30.407032	1752000
30.554054	2668600
30.898724	2979800
30.39187	1622800
30.858177	4574800
30.320894	2131800
29.844444	2796000
29.945827	2295800
30.189112	1703600
30.412121	1861000
31.42588	1786400
31.628632	1942000
31.263662	1706400
31.750277	1021200
30.614885	2173400
29.398392	2713800
30.249941	3699400
32.682892	5975800
33.331699	4101200
33.169502	3863800
32.60181	2357600
32.682892	2868400
32.682892	2244400
32.216591	2541800
31.506969	2114800
32.054379	2628200
30.858177	3104600
30.797356	4491800
30.087738	2971000
29.641685	3691200
31.243397	7020800
31.22312	2914800
29.92555	3747400
30.371593	3282800
30.533779	2642200
30.006636	2924200
29.743073	3520600
28.891521	3293400
28.425207	3935400
28.445486	2884000
28.425207	2600400
27.898066	4020000
26.904608	4491600
26.88434	3356400
28.911812	3736000
28.648232	2581800
29.074003	3405400
28.404936	2864200
29.236195	2884600
30.139776	4460800
29.71126	3800200
27.997141	3627200
28.221603	3076600
28.792969	2765400
28.119574	2891600
28.099171	2186000
29.221508	4581000
28.486889	2052600
27.017653	5195600
26.956438	4693200
26.425879	3258200
26.609535	5751600
25.793289	3787800
25.834093	3156600
26.936028	4240000
28.752171	4804800
28.037954	4068200
28.40526	2727600
29.527597	3827600
28.07876	4404800
28.40526	4972000
29.670441	5925000
28.935827	3254200
29.017445	2448000
28.609316	3280800
29.058239	3155800
28.915421	2459200
29.996941	2871400
30.343843	4841000
29.752062	2875800
30.486687	1756400
29.915316	2501200
30.282619	2110600
31.160082	2952200
30.894796	2454600
30.935612	4152200
29.650034	6141600
29.343948	2893600
29.343948	2419200
29.527597	1665200
30.119375	1983800
31.792665	3558200
30.629526	9044200
29.037846	6956600
28.548094	4835200
28.282822	2947000
28.38485	3476400
28.38485	2459200
28.017557	2445200
27.895113	2766200
28.303228	2376400
28.507292	1760000
28.07876	1949200
28.05835	1998400
28.05835	2347400
27.71146	1838400
28.05835	2635000
29.405153	4051400
28.917995	2193000
28.609924	1599600
27.767843	2749400
27.665148	2568600
27.644613	1528400
28.979603	3241000
27.911602	2512800
27.60354	1784600
27.973223	1573200
28.178617	2137000
27.891073	2034000
27.706217	3331600
27.952688	2704600
27.049004	3139200
26.864166	3176600
26.864166	2483200
26.925768	2146200
26.936028	2021400
26.905233	2151200
27.665148	2748600
28.404535	4171400
27.747311	3842800
27.439232	2423400
27.007915	2799400
28.34292	3272600
28.281313	2798200
27.747311	1579600
28.096458	2224800
28.46615	3072800
28.286436	2110400
28.116991	2552800
27.274931	3603600
27.624071	1629400
29.082304	3385400
28.445614	2555800
28.301838	2649200
28.650993	2613800
29.226068	3193600
29.595762	3123000
29.43145	1662400
28.876913	2259000
28.671545	1871400
28.917995	1502000
28.425072	3098800
28.425072	2226600
28.383993	1425800
29.267143	2589800
29.020685	2013800
29.102831	3960400
29.246605	2069400
29.903828	2395000
29.595762	2240400
29.369829	2711400
29.657364	2003400
29.554674	2093400
29.575212	2032800
29.862759	1593400
30.027063	2862400
30.396749	3140600
31.177208	3862000
31.793371	3663800
31.44421	2292200
31.177208	1630800
31.074514	1871000
31.300442	1728200
31.259359	1513000
31.19775	1057200
31.649576	1498800
31.71735	1747200
31.34543	1656600
31.655373	1572800
31.448753	1608000
31.283443	1900600
30.870193	1784400
30.751368	2093200
30.580908	3204400
30.498247	2271600
31.118151	2737800
30.291637	3829800
29.733744	3726800
29.403143	2630800
29.113852	2537400
28.597279	2644000
28.101372	3947600
28.142704	4802000
27.502155	4220200
27.729452	3305400
27.026922	4520000
28.576618	5820200
29.175842	5092400
29.754398	4293800
29.713064	5865800
29.733744	5071600
30.291637	3306000
30.12632	3258200
30.312294	2493400
31.076824	2911600
31.572723	4045800
30.828856	2555200
30.477602	2792000
30.332958	1789600
30.787542	2328800
30.828856	2367200
30.043674	4886800
30.085009	6227800
30.477602	2857000
30.12632	4001600
30.12632	4213400
29.423794	4775400
28.845226	10243000
29.692411	5694200
29.775066	2279400
29.795719	2882400
30.477602	2265000
30.911526	2140800
31.407421	2955200
31.944668	4168000
31.448753	2673200
31.386755	2785800
31.366087	2503000
32.192612	3368000
32.047977	1812200
32.171944	2876400
32.192612	2205800
31.407421	1960000
31.34543	2245400
31.407421	2655000
31.531397	2950600
31.510742	3067600
31.738037	3314400
31.283443	3055400
31.829821	2340400
31.871393	2156600
31.871393	990800
33.014858	4653800
32.890114	3735800
33.30592	2641200
33.222752	2936400
33.139591	2528600
34.927551	12211000
38.794537	29116000
38.295551	12515200
38.150036	7502400
38.898472	6358600
38.337139	3296600
37.879757	4116400
37.858971	2852600
36.923416	4081200
37.318432	5946400
38.12925	4021800
37.838192	4642000
37.567898	3838800
37.484745	4810600
37.505539	3660000
38.253994	1999600
39.646931	2565600
40.561703	4287200
40.083538	2754200
39.646931	4651200
39.189548	4754400
39.584553	4060400
38.108459	8367000
38.337139	5486600
37.734222	3962800
37.360001	4344400
37.297646	4190600
36.486824	3655800
37.755035	4247400
36.590767	11552200
36.258125	5365800
35.509674	4061600
36.216541	4052400
36.923416	3528800
35.634434	3703000
36.424446	4224000
35.696789	2956000
35.689304	3075400
37.056473	4625200
36.806988	4077800
37.106365	3784600
36.16832	3324200
36.514256	3290600
37.142952	3080600
37.216148	2803600
37.272694	2102400
36.810322	1741800
37.415737	2721800
37.967922	3377200
36.913441	4208000
38.170822	2804200
37.661888	3509600
37.868118	3459400
37.206005	3193800
36.868252	4349600
36.918419	5620400
37.236092	3368000
37.787857	3815800
37.704258	4183200
36.65089	5021800
37.229416	5335400
37.52034	2659000
37.537067	3172200
37.764454	2920800
39.189022	4856800
38.928185	6008200
37.386589	5499600
36.015514	9926000
35.951969	11314000
36.530491	4221600
35.450375	6756800
36.109142	4714400
35.192875	5505000
34.65448	8985600
34.045872	13475400
34.025799	7820400
34.788242	5447400
35.249714	6526400
35.055763	4470600
34.376923	4987000
34.744766	3696200
34.126122	4640600
33.410477	6518000
32.979103	8049800
34.520721	5920400
34.109402	3722600
34.972145	3954400
36.306438	7774400
35.717892	4574400
36.025551	3257600
36.94516	4091600
36.416801	3664400
38.79108	6839600
38.958275	3849400
37.620663	4346000
38.891403	5980200
38.827858	6300200
39.135525	3360200
39.403042	2607000
39.787613	3171000
39.797642	5043400
39.296036	3515800
38.974995	4315800
39.376297	4016800
40.125351	4185400
39.426464	2934200
38.911476	3610000
39.102074	2607800
39.473263	2344000
39.252556	2259800
39.560211	1640800
